SETTORE CONCORSUALE,TITOLO,ISSN,NOTE
10/D1,ARCHEOLOGIA MEDIEVALE,0390-0592,.
10/D1,ARCHIV FUR PAPYRUSFORSCHUNG UND VERWANDTE GEBIETE,0066-6459,.
10/D1,ARCHIV FÜR RELIGIONSGESCHICHTE,1436-3038,.
10/D1,ATHENAEUM,0004-6574,.
10/D1,ATLANTE TEMATICO DI TOPOGRAFIA ANTICA,2036-3834,.
10/D1,ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. MEMORIE CLASSE DI SCIENZE MORALI STORICHE E FILOLOGICHE,0391-8149,.
10/D1,ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. NOTIZIE DEGLI SCAVI DI ANTICHITÀ,0391-8157,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/D1,"ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. RENDICONTI. CLASSE DI SCIENZE MORALI, STORICHE E FILOLOGICHE",0391-8181,.
10/D1,"ATTI DELLA PONTIFICIA ACCADEMIA ROMANA DI ARCHEOLOGIA. SERIE III, RENDICONTI",1019-9500,.
10/D1,AUGUSTINIANUM,0004-8011,.
10/D1,BABESCH. BULLETIN ANTIEKE BESCHAVING,0165-9367,.
10/D1,BELFAGOR,0005-8351,In Classe A fino al 31.12.2017 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/D1,BIZANTINISTICA,1591-0172,.
10/D1,BOLLETTINO D'ARTE,0394-4573,.
10/D1,BOLLETTINO DI STUDI LATINI,0006-6583,.
10/D1,"BOLLETTINO-MONUMENTI, MUSEI E GALLERIE PONTIFICIE",1018-4317,.
10/D1,BRYN MAWR CLASSICAL REVIEW,1063-2948,.
10/D1,BULLETIN DE CORRESPONDANCE HELLENIQUE,0007-4217,.
10/D1,BULLETTINO DELLA COMMISSIONE ARCHEOLOGICA COMUNALE DI ROMA,0392-7636,.
10/D1,BULLETTINO DELL'ISTITUTO DI DIRITTO ROMANO 'VITTORIO SCIALOJA',0391-1810,.
10/D1,CAHIERS DU CENTRE G. GLOTZ,1016-9008,.
10/D1,CHIRON,0069-3715,.
10/D1,"CLIO. HISTOIRE, FEMMES ET SOCIETES",1252-7017,.
10/D1,CLIOMETRICA,1863-2505,.
10/D1,COMPARATIVE STUDIES IN SOCIETY AND HISTORY,0010-4175,.
10/D1,COMPTES RENDUS DE L'ACADÉMIE DES INSCRIPTIONS ET BELLES LETTRES,0065-0536,.
10/D1,CRONACHE ERCOLANESI,0391-1535,.
10/D1,DIALOGUES D'HISTOIRE ANCIENNE,0755-7256,.
10/D1,DIKE,1128-8221,.
10/D1,DIPLOMATIC HISTORY,0145-2096,.
10/D1,EARLY MEDIEVAL EUROPE,0963-9462,.
10/D1,ECONOMIC HISTORY REVIEW,0013-0117,.
10/D1,EGITTO E VICINO ORIENTE,0392-6885,.
10/D1,EIDOLA,1824-6192,.
10/D1,EIKASMOS,1121-8819,.
10/D1,ENVIRONMENT AND HISTORY,0967-3407,.
10/D1,ENVIRONMENTAL HISTORY,1084-5453,.
10/D1,EPIGRAPHICA,0013-9572,.
10/D1,EPIGRAPHICA ANATOLICA,0174-6545,.
10/D1,EUROPEAN JOURNAL OF ARCHAEOLOGY,1461-9571,.
10/D1,GALENOS,1973-5049,.
10/D1,GEOARCHAEOLOGY,0883-6353,.
10/D1,GEOGRAPHIA ANTIQUA,1121-8940,.
10/D1,GERION,0213-0181,.
10/D1,GNOMON,0017-1417,.
10/D1,GREECE & ROME,0017-3835,.
10/D1,"GREEK, ROMAN AND BYZANTINE STUDIES",0017-3916,.
10/D1,HENOCH,0393-6805,.
10/D1,HERMES,0018-0777,.
10/D1,HESPERIA,0018-098X,.
10/D1,HISTORIA,0018-2311,.
10/D1,HISTORICAL METHODS,0161-5440,.
10/D1,HISTORIKA,2039-4985,.
10/D1,HISTORIKÀ,2240-774X,.
10/D1,HISTORY AND THEORY,0018-2656,.
10/D1,HISTORY WORKSHOP JOURNAL,1363-3554,.
10/D1,HORMOS,1972-2672,.
10/D1,HORMOS,2036-587X,.
10/D1,HORTUS ARTIUM MEDIEVALIUM,1330-7274,.
10/D1,INCIDENZA DELL'ANTICO,1971-2995,.
10/D1,ISTANBULER MITTEILUNGEN,0341-9142,.
10/D1,ITINERARIA,1594-1019,.
10/D1,JAHRBUCH DES DEUTSCHEN ARCHAOLOGISCHEN INSTITUTS,0070-4415,.
10/D1,JAHRESHEFTE DES OESTERREICHISCHEN ARCHAEOLOGISCHEN INSTITUTES IN WIEN,0078-3579,.
10/D1,JOURNAL OF AFRICAN HISTORY,0021-8537,.
10/D1,JOURNAL OF AMERICAN HISTORY,0021-8723,.
10/D1,JOURNAL OF CULTURAL HERITAGE,1296-2074,.
10/D1,JOURNAL OF GLOBAL HISTORY,1740-0228,.
10/D1,JOURNAL OF HELLENIC STUDIES,0075-4269,.
10/D1,JOURNAL OF INTERDISCIPLINARY HISTORY,0022-1953,.
10/D1,JOURNAL OF LATE ANTIQUITY,1939-6716,.
10/D1,JOURNAL OF MODERN HISTORY,0022-2801,.
10/D1,JOURNAL OF ROMAN ARCHAEOLOGY,1047-7594,.
10/D1,JOURNAL OF ROMAN STUDIES,0075-4358,.
10/D1,KERNOS,0776-3824,.
10/D1,KLIO,0075-6334,.
10/D1,KOINONIA,0393-2230,.
10/D1,KOKALOS,0392-0887,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/D1,KTÈMA,0221-5896,.
10/D1,LA CULTURA,0393-1560,.
10/D1,LA PAROLA DEL PASSATO,0031-2355,.
10/D1,LABEO,0023-6462,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/D1,LABOUR,0700-3862,.
10/D1,L'ANTIQUITE CLASSIQUE,0770-2817,.
10/D1,LATOMUS,0023-8856,.
10/D1,LATOMUS,2294-4427,.
10/D1,LEXIS,2210-8823,.
10/D1,MAIA,0025-0538,.
10/D1,MEDEDELINGEN VAN HET NEDERLANDS INSTITUUT TE ROME,0169-6572,.
10/D1,MEDIOEVO GRECO,1593-456X,.
10/D1,MEDITERRANEO ANTICO,1127-6061,Riammessa in Classe A
10/D1,MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. ANTIQUITÉ,0223-5102,.
10/D1,MEMOIRS OF THE AMERICAN ACADEMY IN ROME,0065-6801,.
10/D1,MEMORY STUDIES,1750-6980,.
10/D1,MESOPOTAMIA,0076-6615,.
10/D1,MÉTIS,0995-3310,.
10/D1,MITTEILUNGEN DES DEUTSCHEN ARCHAEOLOGISCHEN INSTITUTS. ROEMISCHE ABTEILUNG,0342-1287,.
10/D1,MNEMOSYNE,0026-7074,.
10/D1,MNEMOSYNE,1825-909X,.
10/D1,MOUSEION,1496-9343,.
10/D1,MUSEUM HELVETICUM,0027-4054,.
10/D1,MYTHOS,1972-2516,.
10/D1,NEA ROMI. RIVISTA DI RICERCHE BIZANTINISTICHE,1970-2345,.
10/D1,NUMISMATIC CHRONICLE,0078-2696,.
10/D1,ORIENTALIA CHRISTIANA PERIODICA,0030-5375,.
10/D1,OSTRAKA,1122-259X,Riammessa in Classe A
10/D1,PALAMEDES,1896-8244,.
10/D1,PALLAS,0031-0387,.
10/D1,PAPERS OF THE BRITISH SCHOOL AT ROME,0068-2462,.
10/D1,PASIPHAE,1974-0565,.
10/D1,PASIPHAE,2037-738X,.
10/D1,PAST & PRESENT,0031-2746,.
10/D1,PHOENIX,0031-8299,.
10/D1,POLITICA ANTICA,2281-1400,.
10/D1,PREISTORIA ALPINA,0393-0157,.
10/D1,PROSPETTIVA,0394-0802,.
10/D1,QUADERNI DI STORIA,0391-6936,.
10/D1,QUADERNI MEDIEVALI,0392-1875,.
10/D1,QUADERNI URBINATI DI CULTURA CLASSICA,0033-4987,.
10/D1,QUATERNARY INTERNATIONAL,1040-6182,.
10/D1,RETHINKING HISTORY,1364-2529,.
10/D1,REVUE ARCHÉOLOGIQUE,0035-0737,.
10/D1,REVUE DES ETUDES ANCIENNES,0035-2004,.
10/D1,REVUE HISTORIQUE DE DROIT FRANÇAIS ET ÉTRANGER,0035-3280,.
10/D1,REVUE INTERNATIONALE DES DROITS DE L'ANTIQUITÉ,0772-9235,.
10/D1,REVUE NUMISMATIQUE,0484-8942,.
10/D1,RIVISTA DEGLI STUDI ORIENTALI,0392-4866,.
10/D1,RIVISTA DELL' ISTITUTO NAZIONALE DI ARCHEOLOGIA E STORIA DELL' ARTE,0392-5285,.
10/D1,RIVISTA DI ARCHEOLOGIA,0392-0895,.
10/D1,RIVISTA DI ARCHEOLOGIA CRISTIANA,0035-6042,.
10/D1,RIVISTA DI CULTURA CLASSICA E MEDIOEVALE,0035-6085,.
10/D1,RIVISTA DI FILOLOGIA E DI ISTRUZIONE CLASSICA,0035-6220,.
10/D1,RIVISTA DI SCIENZE PREISTORICHE,0035-6514,.
10/D1,RIVISTA DI STORIA DELLA CHIESA IN ITALIA,0035-6557,.
10/D1,RIVISTA DI STUDI FENICI,0390-3877,.
10/D1,RIVISTA DI STUDI POMPEIANI,1120-3579,.
10/D1,RIVISTA ITALIANA DI NUMISMATICA E SCIENZE AFFINI,1126-8700,.
10/D1,RIVISTA STORICA DELL'ANTICHITA',0300-340X,.
10/D1,RIVISTA STORICA ITALIANA,0035-7073,.
10/D1,SCIENZE DELL'ANTICHITÀ,1123-5713,.
10/D1,SEGNO E TESTO,2037-0245,.
10/D1,SILENO,1128-2118,.
10/D1,SOUTH AFRICAN HISTORICAL JOURNAL,0258-2473,.
10/D1,STUDI CLASSICI E ORIENTALI,0081-6124,.
10/D1,STUDI DI ANTICHITÀ,0394-6010,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/D1,STUDI EPIGRAFICI E LINGUISTICI SUL VICINO ORIENTE ANTICO,2239-5393,.
10/D1,STUDI ETRUSCHI,0391-7762,.
10/D1,STUDI ITALIANI DI FILOLOGIA CLASSICA,0039-2987,.
10/D1,STUDI STORICI,0039-3037,.
10/D1,STUDI SULL'ORIENTE CRISTIANO,1127-2171,.
10/D1,STUDIA ET DOCUMENTA HISTORIAE ET IURIS,1026-9169,.
10/D1,SUPPLEMENTA ITALICA,0394-4824,.
10/D1,THE AMERICAN HISTORICAL REVIEW,0002-8762,.
10/D1,THE BULLETIN OF THE AMERICAN SOCIETY OF PAPYROLOGISTS,0003-1186,.
10/D1,THE BULLETIN OF THE AMERICAN SOCIETY OF PAPYROLOGISTS,1938-6958,.
10/D1,THE CLASSICAL QUARTERLY,1471-6844,.
10/D1,THE HISTORICAL JOURNAL,0018-246X,.
10/D1,TOPOI ORIENT OCCIDENT,1161-9473,.
10/D1,TRENDS IN CLASSICS,1866-7473,.
10/D1,TYCHE,1010-9161,.
10/D1,VETERA CHRISTIANORUM,1121-9696,.
10/D1,ZEITSCHRIFT FÜR PAPYROLOGIE UND EPIGRAPHIK,0084-5388,.
10/D2,A.I.O.N. ANNALI DELL'ISTITUTO UNIVERSITARIO ORIENTALE DI NAPOLI. DIPARTIMENTO DI STUDI DEL MONDO CLASSICO E DEL MEDITERRANEO ANTICO. SEZIONE FILOLOGICO-LETTERARIA,1724-6172,.
10/D2,ADAMANTIUS,1126-6244,.
10/D2,AEGYPTUS,0001-9046,.
10/D2,AEGYPTUS,1827-7888,.
10/D2,AEVUM,0001-9593,.
10/D2,AEVUM ANTIQUUM,1121-8932,.
10/D2,AION ANNALI DELL'ISTITUTO UNIVERSITARIO ORIENTALE DI NAPOLI. DIPARTIMENTO DI STUDI DEL MONDO CLASSICO E DEL MEDITERRANEO ANTICO. SEZIONE FILOLOGICO-LETTERARIA,1128-7209,.
10/D2,AMERICAN JOURNAL OF PHILOLOGY,1086-3168,.
10/D2,ANALECTA BOLLANDIANA,0003-2468,.
10/D2,ANALECTA BOLLANDIANA,2507-0290,.
10/D2,ANALECTA PAPYROLOGICA,1122-2336,.
10/D2,ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA. CLASSE DI LETTERE E FILOSOFIA,0392-095X,.
10/D2,ANNUARIO DELLA SCUOLA ARCHEOLOGICA DI ATENE E DELLE MISSIONI ITALIANE IN ORIENTE,0067-0081,.
10/D2,ANTIKE UND ABENDLAND,0003-5696,.
10/D2,ANTIKE UND ABENDLAND,1613-0421,.
10/D2,ARCHIV FÜR RELIGIONSGESCHICHTE,1436-3038,.
10/D2,ARETHUSA,1080-6504,.
10/D2,ATHENAEUM,0004-6574,.
10/D2,AUGUSTINIANUM,0004-8011,.
10/D2,BELFAGOR,0005-8351,In Classe A fino al 31.12.2017 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/D2,BIZANTINISTICA,1591-0172,.
10/D2,BOLLETTINO DEI CLASSICI,0392-842X,.
10/D2,BOLLETTINO DI STUDI LATINI,0006-6583,.
10/D2,BULLETIN DE CORRESPONDANCE HELLENIQUE,0007-4217,.
10/D2,BULLETIN OF THE INSTITUTE OF CLASSICAL STUDIES,2041-5370,.
10/D2,BULLETTINO DI PALETNOLOGIA ITALIANA,0392-5250,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/D2,BYZANTINISCHE FORSCHUNGEN,0167-5346,.
10/D2,BYZANTINISCHE ZEITSCHRIFT,0007-7704,.
10/D2,CHIRON,0069-3715,.
10/D2,CHRONIQUE D'EGYPTE,0009-6067,.
10/D2,CLASSICA ET MEDIAEVALIA,0106-5815,.
10/D2,CLASSICAL ANTIQUITY,1067-8344,.
10/D2,CLASSICAL PHILOLOGY,0009-837X,.
10/D2,COMPTES RENDUS DE L'ACADÉMIE DES INSCRIPTIONS ET BELLES LETTRES,0065-0536,.
10/D2,COMUNICAZIONI SOCIALI,0392-8667,.
10/D2,COMUNICAZIONI SOCIALI,1827-7969,.
10/D2,CRITICA DEL TESTO,1127-1140,.
10/D2,CRONACHE ERCOLANESI,0391-1535,.
10/D2,CULTURA TEDESCA,1720-514X,.
10/D2,DIALOGUES D'HISTOIRE ANCIENNE,0755-7256,.
10/D2,DIONISO,1722-0238,.
10/D2,DIONISO,1824-0240,.
10/D2,DUMBARTON OAKS PAPERS,0070-7546,.
10/D2,EIDOLA,1824-6192,.
10/D2,EIKASMOS,1121-8819,.
10/D2,ELENCHOS,0392-7342,.
10/D2,ELEPHANT & CASTLE,1826-6118,.
10/D2,EPIGRAPHICA ANATOLICA,0174-6545,.
10/D2,EUGESTA,2265-8777,.
10/D2,FILOLOGIA ITALIANA,1724-6113,.
10/D2,GALENOS,1973-5049,.
10/D2,GEOGRAPHIA ANTIQUA,1121-8940,.
10/D2,GLOTTA,0017-1298,.
10/D2,GNOMON,0017-1417,.
10/D2,"GREEK, ROMAN AND BYZANTINE STUDIES",0017-3916,.
10/D2,HARVARD STUDIES IN CLASSICAL PHILOLOGY,0073-0688,.
10/D2,HARVARD THEOLOGICAL REVIEW,1475-4517,.
10/D2,HERMES,0018-0777,.
10/D2,HISTORIA,0018-2311,.
10/D2,HORMOS,1972-2672,.
10/D2,HORMOS,2036-587X,.
10/D2,ILLINOIS CLASSICAL STUDIES,0363-1923,.
10/D2,INCIDENZA DELL'ANTICO,1971-2995,.
10/D2,INDOGERMANISCHE FORSCHUNGEN,0019-7262,.
10/D2,INTERNATIONAL JOURNAL OF THE CLASSICAL TRADITION,1073-0508,.
10/D2,INTERSEZIONI,0393-2451,.
10/D2,ITALIA MEDIOEVALE E UMANISTICA,0391-7495,.
10/D2,ITINERARIA,1594-1019,.
10/D2,JAHRBUCH DER ÖSTERREICHISCHEN BYZANTINISTIK,0378-8660,.
10/D2,JAHRBUCH FUER ANTIKE UND CHRISTENTUM,0075-2541,.
10/D2,JAHRESHEFTE DES OESTERREICHISCHEN ARCHAEOLOGISCHEN INSTITUTES IN WIEN,0078-3579,.
10/D2,JOURNAL OF HELLENIC STUDIES,0075-4269,.
10/D2,JOURNAL OF HELLENIC STUDIES,2041-4099,.
10/D2,JOURNAL OF JURISTIC PAPYROLOGY,0075-4277,.
10/D2,JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES,0075-4390,.
10/D2,KADMOS,0022-7498,.
10/D2,KERNOS,0776-3824,.
10/D2,KLIO,0075-6334,.
10/D2,KOINONIA,0393-2230,.
10/D2,KOKALOS,0392-0887,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
10/D2,KTÈMA,0221-5896,.
10/D2,LA CULTURA,0393-1560,.
10/D2,LA PAROLA DEL PASSATO,0031-2355,.
10/D2,L'ANTIQUITE CLASSIQUE,0770-2817,.
10/D2,LATINITAS,0023-883X,.
10/D2,LATINITAS,2310-161X,.
10/D2,LATOMUS,0023-8856,.
10/D2,LATOMUS,2294-4427,.
10/D2,LE JOURNAL DES SÇAVANS,0021-8103,.
10/D2,LEXIS,2210-8823,.
10/D2,L'IMMAGINE RIFLESSA,0391-2973,.
10/D2,LINGUISTICA E LETTERATURA,0392-6915,.
10/D2,LUSTRUM,0024-7421,.
10/D2,MAIA,0025-0538,.
10/D2,MATERIALI E DISCUSSIONI PER L'ANALISI DEI TESTI CLASSICI,0392-6338,.
10/D2,MEDIOEVO GRECO,1593-456X,.
10/D2,MEDITERRANEO ANTICO,1127-6061,Riammessa in Classe A
10/D2,MÉTIS,0995-3310,.
10/D2,MNEMOSYNE,0026-7074,.
10/D2,MNEMOSYNE,1825-909X,.
10/D2,MUSEUM HELVETICUM,0027-4054,.
10/D2,MYTHOS,1972-2516,.
10/D2,NEA ROMI. RIVISTA DI RICERCHE BIZANTINISTICHE,1970-2345,.
10/D2,NUMEN,0029-5973,.
10/D2,ORIENS CHRISTIANUS,0340-6407,.
10/D2,ORIENTALIA CHRISTIANA PERIODICA,0030-5375,.
10/D2,OSTRAKA,1122-259X,Riammessa in Classe A
10/D2,OXFORD STUDIES IN ANCIENT PHILOSOPHY,0265-7651,.
10/D2,PAIDEIA,0030-9435,.
10/D2,PASIPHAE,1974-0565,.
10/D2,PASIPHAE,2037-738X,.
10/D2,PAST & PRESENT,0031-2746,.
10/D2,PHILOLOGUS,0031-7985,.
10/D2,POETICA,0303-4178,.
10/D2,PROCEEDINGS OF THE CAMBRIDGE PHILOLOGICAL SOCIETY,0068-6735,.
10/D2,PROMETHEUS,0391-2698,.
10/D2,QUADERNI DI STORIA,0391-6936,.
10/D2,QUADERNI URBINATI DI CULTURA CLASSICA,0033-4987,.
10/D2,RAMUS,0048-671X,.
10/D2,RES PUBLICA LITTERARUM,0275-4304,.
10/D2,REVUE DES ETUDES ANCIENNES,0035-2004,.
10/D2,REVUE DES ÉTUDES BYZANTINES,0766-5598,.
10/D2,REVUE DES ÉTUDES LATINES,0373-5737,.
10/D2,REVUE D'HISTOIRE DES TEXTES,0373-6075,.
10/D2,RHEINISCHES MUSEUM FÜR PHILOLOGIE,0035-449X,.
10/D2,RHETORICA,0734-8584,.
10/D2,RHETORICA,1533-8541,.
10/D2,RIVISTA DI CULTURA CLASSICA E MEDIOEVALE,0035-6085,.
10/D2,RIVISTA DI FILOLOGIA E DI ISTRUZIONE CLASSICA,0035-6220,.
10/D2,RIVISTA DI SCIENZE PREISTORICHE,0035-6514,.
10/D2,RIVISTA DI STORIA DEL CRISTIANESIMO,1827-7365,.
10/D2,RIVISTA DI STORIA DELLA CHIESA IN ITALIA,0035-6557,.
10/D2,RIVISTA DI STORIA E LETTERATURA RELIGIOSA,0035-6573,.
10/D2,RIVISTA DI STUDI BIZANTINI E NEOELLENICI,0557-1367,.
10/D2,SCRIPTORIUM,0036-9772,.
10/D2,SEGNO E TESTO,2037-0245,.
10/D2,SEMINARI ROMANI DI CULTURA GRECA,1129-5953,.
10/D2,SILENO,1128-2118,.
10/D2,STILISTICA E METRICA ITALIANA,1591-6693,.
10/D2,STUDI CLASSICI E ORIENTALI,0081-6124,.
10/D2,STUDI E PROBLEMI DI CRITICA TESTUALE,0049-2361,.
10/D2,STUDI ITALIANI DI FILOLOGIA CLASSICA,0039-2987,.
10/D2,STUDI MEDIEVALI E UMANISTICI,2035-3774,.
10/D2,STUDI MICENEI ED EGEO-ANATOLICI,1126-6651,.
10/D2,STUDI SULL'ORIENTE CRISTIANO,1127-2171,.
10/D2,TESTO,1123-4660,.
10/D2,THE BULLETIN OF THE AMERICAN SOCIETY OF PAPYROLOGISTS,0003-1186,.
10/D2,THE BULLETIN OF THE AMERICAN SOCIETY OF PAPYROLOGISTS,1938-6958,.
10/D2,THE CAMBRIDGE CLASSICAL JOURNAL,1750-2705,.
10/D2,THE CAMBRIDGE CLASSICAL JOURNAL,2047-993X,.
10/D2,THE CLASSICAL JOURNAL,0009-8353,.
10/D2,THE CLASSICAL QUARTERLY,1471-6844,.
10/D2,THE CLASSICAL REVIEW,0009-840X,.
10/D2,THE HARVARD THEOLOGICAL REVIEW,0017-8160,.
10/D2,TOPOI ORIENT OCCIDENT,1161-9473,.
10/D2,TRADITIO,0362-1529,.
10/D2,TRADITIO,2166-5508,.
10/D2,TRANSACTIONS OF THE AMERICAN PHILOLOGICAL ASSOCIATION,0360-5949,.
10/D2,TRANSACTIONS OF THE AMERICAN PHILOLOGICAL ASSOCIATION,1533-0699,.
10/D2,TRENDS IN CLASSICS,1866-7473,.
10/D2,TYCHE,1010-9161,.
10/D2,VETERA CHRISTIANORUM,1121-9696,.
10/D2,VICHIANA,0042-5079,.
10/D2,VIGILIAE CHRISTIANAE,0042-6032,.
10/D2,WIENER STUDIEN,0084-005X,.
10/D2,ZEITSCHRIFT FÜR ANTIKES CHRISTENTUM,0949-9571,.
10/D2,ZEITSCHRIFT FÜR PAPYROLOGIE UND EPIGRAPHIK,0084-5388,.
10/D3,A.I.O.N. ANNALI DELL'ISTITUTO UNIVERSITARIO ORIENTALE DI NAPOLI. DIPARTIMENTO DI STUDI DEL MONDO CLASSICO E DEL MEDITERRANEO ANTICO. SEZIONE FILOLOGICO-LETTERARIA,1724-6172,.
10/D3,ADAMANTIUS,1126-6244,.
10/D3,AEVUM,0001-9593,.
10/D3,AEVUM ANTIQUUM,1121-8932,.
10/D3,AMERICAN JOURNAL OF PHILOLOGY,1086-3168,.
10/D3,ANALECTA BOLLANDIANA,0003-2468,.
10/D3,ANALECTA BOLLANDIANA,2507-0290,.
10/D3,ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA. CLASSE DI LETTERE E FILOSOFIA,0392-095X,.
10/D3,ANTIKE UND ABENDLAND,0003-5696,.
10/D3,ANTIKE UND ABENDLAND,1613-0421,.
10/D3,ANTIQUITÉ TARDIVE,1250-7334,.
10/D3,ARCHIV FUR PAPYRUSFORSCHUNG UND VERWANDTE GEBIETE,0066-6459,.
10/D3,ARCHIV FÜR RELIGIONSGESCHICHTE,1436-3038,.
10/D3,ARETHUSA,1080-6504,.
10/D3,ATHENAEUM,0004-6574,.
10/D3,ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. MEMORIE CLASSE DI SCIENZE MORALI STORICHE E FILOLOGICHE,0391-8149,.
10/D3,"ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. RENDICONTI. CLASSE DI SCIENZE MORALI, STORICHE E FILOLOGICHE",0391-8181,.
10/D3,AUGUSTINIANUM,0004-8011,.
10/D3,BOLLETTINO DI STUDI LATINI,0006-6583,.
10/D3,"BOLLETTINO-MONUMENTI, MUSEI E GALLERIE PONTIFICIE",1018-4317,.
10/D3,BRYN MAWR CLASSICAL REVIEW,1055-7660,.
10/D3,BRYN MAWR CLASSICAL REVIEW,1063-2948,.
10/D3,BULLETIN DE CORRESPONDANCE HELLENIQUE,0007-4217,.
10/D3,BULLETIN OF THE INSTITUTE OF CLASSICAL STUDIES,2041-5370,.
10/D3,CAHIERS DU CENTRE G. GLOTZ,1016-9008,.
10/D3,CHIRON,0069-3715,.
10/D3,CHRONIQUE D'EGYPTE,0009-6067,.
10/D3,CLASSICA ET MEDIAEVALIA,0106-5815,.
10/D3,CLASSICAL ANTIQUITY,1067-8344,.
10/D3,CLASSICAL PHILOLOGY,0009-837X,.
10/D3,COMPTES RENDUS DE L'ACADÉMIE DES INSCRIPTIONS ET BELLES LETTRES,0065-0536,.
10/D3,COMUNICAZIONI SOCIALI,0392-8667,.
10/D3,COMUNICAZIONI SOCIALI,1827-7969,.
10/D3,DIALOGUES D'HISTOIRE ANCIENNE,0755-7256,.
10/D3,DICTYNNA,1765-3142,.
10/D3,DIONISO,1722-0238,.
10/D3,DIONISO,1824-0240,.
10/D3,EIDOLA,1824-6192,.
10/D3,EIKASMOS,1121-8819,.
10/D3,EPIGRAPHICA,0013-9572,.
10/D3,EPIGRAPHICA ANATOLICA,0174-6545,.
10/D3,EUGESTA,2265-8777,.
10/D3,FILOLOGIA MEDIOLATINA,1124-0008,.
10/D3,GEOGRAPHIA ANTIQUA,1121-8940,.
10/D3,GIORNALE STORICO DELLA LETTERATURA ITALIANA,0017-0496,.
10/D3,GLOTTA,0017-1298,.
10/D3,GNOMON,0017-1417,.
10/D3,GNOMON,0952-326X,.
10/D3,GÖTTINGISCHE GELEHRTE ANZEIGEN,0017-1549,.
10/D3,HARVARD STUDIES IN CLASSICAL PHILOLOGY,0073-0688,.
10/D3,HARVARD THEOLOGICAL REVIEW,1475-4517,.
10/D3,HERMES,0018-0777,.
10/D3,HISTORIA,0018-2311,.
10/D3,HORMOS,1972-2672,.
10/D3,HORMOS,2036-587X,.
10/D3,HUMANISTICA,1828-2334,.
10/D3,IL MULINO,0027-3120,.
10/D3,ILLINOIS CLASSICAL STUDIES,0363-1923,.
10/D3,INCONTRI TRIESTINI DI FILOLOGIA CLASSICA,1827-4854,.
10/D3,INDOGERMANISCHE FORSCHUNGEN,0019-7262,.
10/D3,INTERNATIONAL JOURNAL OF THE CLASSICAL TRADITION,1073-0508,.
10/D3,INTERSEZIONI,0393-2451,.
10/D3,JAHRBUCH FUER ANTIKE UND CHRISTENTUM,0075-2541,.
10/D3,JOURNAL OF JURISTIC PAPYROLOGY,0075-4277,.
10/D3,JOURNAL OF ROMAN STUDIES,0075-4358,.
10/D3,JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES,0075-4390,.
10/D3,KERNOS,0776-3824,.
10/D3,KLIO,0075-6334,.
10/D3,KOINONIA,0393-2230,.
10/D3,KTÈMA,0221-5896,.
10/D3,LA PAROLA DEL PASSATO,0031-2355,.
10/D3,L'ANTIQUITE CLASSIQUE,0770-2817,.
10/D3,LATINITAS,0023-883X,.
10/D3,LATINITAS,2310-161X,.
10/D3,LATOMUS,0023-8856,.
10/D3,LATOMUS,2294-4427,.
10/D3,LE JOURNAL DES SÇAVANS,0021-8103,.
10/D3,LEXIS,2210-8823,.
10/D3,L'IMMAGINE RIFLESSA,0391-2973,.
10/D3,LINGUISTICA E LETTERATURA,0392-6915,.
10/D3,LUSTRUM,0024-7421,.
10/D3,MAIA,0025-0538,.
10/D3,MATERIALI E DISCUSSIONI PER L'ANALISI DEI TESTI CLASSICI,0392-6338,.
10/D3,MEDITERRANEO ANTICO,1127-6061,Riammessa in Classe A
10/D3,MNEMOSYNE,0026-7074,.
10/D3,MNEMOSYNE,1825-909X,.
10/D3,MODERNA,1128-6326,.
10/D3,MUSEUM HELVETICUM,0027-4054,.
10/D3,ORIENS CHRISTIANUS,0340-6407,.
10/D3,OSTRAKA,1122-259X,Riammessa in Classe A
10/D3,PAIDEIA,0030-9435,.
10/D3,PALLAS,0031-0387,.
10/D3,PAST & PRESENT,0031-2746,.
10/D3,PHILOLOGUS,0031-7985,.
10/D3,PHOENIX,0031-8299,.
10/D3,POETICA,0303-4178,.
10/D3,PROMETHEUS,0391-2698,.
10/D3,QUADERNI DI STORIA,0391-6936,.
